count,holiday,workingday,temp,humidity,windspeed,hour,year,Clear,Mist,LightSnow,HeavyRain,spring,summer,fall,winter
370,0,0,36.900,42,20.000,12,2011,1,0,0,0,0,0,1,0
324,0,0,36.900,42,20.000,13,2011,1,0,0,0,0,0,1,0
322,0,0,35.260,47,12.998,14,2011,1,0,0,0,0,0,1,0
326,0,0,29.520,74,20.000,15,2011,0,0,1,0,0,0,1,0
193,0,0,29.520,74,20.000,16,2011,0,0,1,0,0,0,1,0
194,0,0,30.340,74,43.001,17,2011,0,0,1,0,0,0,1,0
229,0,0,29.520,74,6.003,18,2011,1,0,0,0,0,0,1,0
228,0,0,29.520,79,11.001,19,2011,1,0,0,0,0,0,1,0
183,0,0,29.520,84,8.998,20,2011,1,0,0,0,0,0,1,0
136,0,0,29.520,84,7.002,21,2011,1,0,0,0,0,0,1,0
103,0,0,28.700,89,12.998,22,2011,1,0,0,0,0,0,1,0
55,0,0,28.700,79,7.002,23,2011,1,0,0,0,0,0,1,0
30,0,1,28.700,79,7.002,0,2011,1,0,0,0,0,0,1,0
12,0,1,27.880,83,8.998,1,2011,1,0,0,0,0,0,1,0
7,0,1,27.060,89,0.000,2,2011,1,0,0,0,0,0,1,0
1,0,1,27.060,89,0.000,3,2011,1,0,0,0,0,0,1,0
10,0,1,27.060,89,7.002,4,2011,1,0,0,0,0,0,1,0
15,0,1,28.700,79,6.003,5,2011,1,0,0,0,0,0,1,0
95,0,1,28.700,65,19.001,6,2011,1,0,0,0,0,0,1,0
267,0,1,29.520,62,20.000,7,2011,1,0,0,0,0,0,1,0
349,0,1,30.340,58,22.003,8,2011,1,0,0,0,0,0,1,0
183,0,1,31.160,55,26.003,9,2011,1,0,0,0,0,0,1,0
124,0,1,32.800,52,26.003,10,2011,1,0,0,0,0,0,1,0
179,0,1,33.620,48,23.999,11,2011,1,0,0,0,0,0,1,0
182,0,1,33.620,46,16.998,12,2011,1,0,0,0,0,0,1,0
151,0,1,34.440,44,20.000,13,2011,1,0,0,0,0,0,1,0
150,0,1,33.620,43,20.000,14,2011,1,0,0,0,0,0,1,0
126,0,1,34.440,41,20.000,15,2011,1,0,0,0,0,0,1,0
282,0,1,35.260,39,19.001,16,2011,1,0,0,0,0,0,1,0
527,0,1,35.260,39,11.001,17,2011,1,0,0,0,0,0,1,0
529,0,1,34.440,41,8.998,18,2011,1,0,0,0,0,0,1,0
416,0,1,33.620,43,7.002,19,2011,1,0,0,0,0,0,1,0
286,0,1,32.800,55,0.000,20,2011,1,0,0,0,0,0,1,0
186,0,1,31.160,58,6.003,21,2011,1,0,0,0,0,0,1,0
147,0,1,31.160,58,7.002,22,2011,1,0,0,0,0,0,1,0
72,0,1,30.340,66,7.002,23,2011,1,0,0,0,0,0,1,0
35,0,1,29.520,79,8.998,0,2011,1,0,0,0,0,0,1,0
14,0,1,29.520,66,0.000,1,2011,1,0,0,0,0,0,1,0
12,0,1,29.520,70,0.000,2,2011,1,0,0,0,0,0,1,0
3,0,1,29.520,62,0.000,3,2011,1,0,0,0,0,0,1,0
7,0,1,28.700,74,0.000,4,2011,1,0,0,0,0,0,1,0
30,0,1,28.700,65,6.003,5,2011,1,0,0,0,0,0,1,0
101,0,1,29.520,64,0.000,6,2011,1,0,0,0,0,0,1,0
343,0,1,29.520,74,7.002,7,2011,1,0,0,0,0,0,1,0
392,0,1,30.340,66,0.000,8,2011,1,0,0,0,0,0,1,0
175,0,1,31.980,62,8.998,9,2011,0,1,0,0,0,0,1,0
144,0,1,32.800,59,15.001,10,2011,0,1,0,0,0,0,1,0
149,0,1,32.800,59,15.001,11,2011,1,0,0,0,0,0,1,0
185,0,1,33.620,56,12.998,12,2011,1,0,0,0,0,0,1,0
175,0,1,34.440,49,11.001,13,2011,1,0,0,0,0,0,1,0
148,0,1,35.260,44,19.001,14,2011,1,0,0,0,0,0,1,0
164,0,1,35.260,39,19.001,15,2011,1,0,0,0,0,0,1,0
285,0,1,35.260,39,20.000,16,2011,1,0,0,0,0,0,1,0
532,0,1,32.800,55,11.001,17,2011,1,0,0,0,0,0,1,0
585,0,1,32.800,55,12.998,18,2011,1,0,0,0,0,0,1,0
371,0,1,32.800,49,7.002,19,2011,1,0,0,0,0,0,1,0
292,0,1,32.800,43,12.998,20,2011,1,0,0,0,0,0,1,0
230,0,1,31.980,46,16.998,21,2011,1,0,0,0,0,0,1,0
155,0,1,31.980,46,20.000,22,2011,1,0,0,0,0,0,1,0
75,0,1,31.160,48,19.001,23,2011,1,0,0,0,0,0,1,0
37,0,1,30.340,51,15.001,0,2011,1,0,0,0,0,0,1,0
17,0,1,29.520,54,12.998,1,2011,1,0,0,0,0,0,1,0
11,0,1,29.520,54,11.001,2,2011,1,0,0,0,0,0,1,0
4,0,1,28.700,58,11.001,3,2011,1,0,0,0,0,0,1,0
5,0,1,28.700,54,8.998,4,2011,1,0,0,0,0,0,1,0
32,0,1,27.880,61,6.003,5,2011,1,0,0,0,0,0,1,0
119,0,1,27.880,61,0.000,6,2011,1,0,0,0,0,0,1,0
305,0,1,28.700,58,6.003,7,2011,1,0,0,0,0,0,1,0
399,0,1,30.340,51,12.998,8,2011,1,0,0,0,0,0,1,0
180,0,1,31.160,48,15.001,9,2011,1,0,0,0,0,0,1,0
113,0,1,32.800,43,15.001,10,2011,1,0,0,0,0,0,1,0
149,0,1,32.800,41,26.003,11,2011,1,0,0,0,0,0,1,0
240,0,1,33.620,38,20.000,12,2011,1,0,0,0,0,0,1,0
191,0,1,33.620,38,19.001,13,2011,1,0,0,0,0,0,1,0
178,0,1,34.440,34,22.003,14,2011,1,0,0,0,0,0,1,0
194,0,1,35.260,30,22.003,15,2011,1,0,0,0,0,0,1,0
282,0,1,35.260,26,20.000,16,2011,1,0,0,0,0,0,1,0
584,0,1,34.440,26,20.000,17,2011,1,0,0,0,0,0,1,0
559,0,1,33.620,28,20.000,18,2011,1,0,0,0,0,0,1,0
413,0,1,32.800,26,16.998,19,2011,1,0,0,0,0,0,1,0
312,0,1,31.160,31,8.998,20,2011,1,0,0,0,0,0,1,0
209,0,1,31.160,33,7.002,21,2011,1,0,0,0,0,0,1,0
139,0,1,30.340,37,0.000,22,2011,1,0,0,0,0,0,1,0
108,0,1,30.340,37,6.003,23,2011,1,0,0,0,0,0,1,0
46,0,1,28.700,45,7.002,0,2011,1,0,0,0,0,0,1,0
26,0,1,28.700,45,8.998,1,2011,1,0,0,0,0,0,1,0
11,0,1,27.060,54,8.998,2,2011,1,0,0,0,0,0,1,0
9,0,1,26.240,57,8.998,3,2011,1,0,0,0,0,0,1,0
5,0,1,26.240,57,11.001,4,2011,1,0,0,0,0,0,1,0
25,0,1,26.240,61,12.998,5,2011,1,0,0,0,0,0,1,0
106,0,1,25.420,65,11.001,6,2011,1,0,0,0,0,0,1,0
307,0,1,27.060,54,8.998,7,2011,1,0,0,0,0,0,1,0
390,0,1,28.700,45,11.001,8,2011,1,0,0,0,0,0,1,0
197,0,1,29.520,39,15.001,9,2011,1,0,0,0,0,0,1,0
132,0,1,30.340,37,16.998,10,2011,1,0,0,0,0,0,1,0
187,0,1,31.160,35,16.998,11,2011,1,0,0,0,0,0,1,0
214,0,1,31.980,31,16.998,12,2011,1,0,0,0,0,0,1,0
217,0,1,31.160,31,15.001,13,2011,1,0,0,0,0,0,1,0
142,0,1,32.800,29,0.000,14,2011,1,0,0,0,0,0,1,0
178,0,1,32.800,29,20.000,15,2011,1,0,0,0,0,0,1,0
298,0,1,32.800,27,12.998,16,2011,1,0,0,0,0,0,1,0
582,0,1,32.800,29,16.998,17,2011,1,0,0,0,0,0,1,0
571,0,1,31.980,29,6.003,18,2011,1,0,0,0,0,0,1,0
371,0,1,30.340,35,12.998,19,2011,1,0,0,0,0,0,1,0
288,0,1,29.520,37,8.998,20,2011,1,0,0,0,0,0,1,0
206,0,1,28.700,48,6.003,21,2011,1,0,0,0,0,0,1,0
157,0,1,28.700,48,0.000,22,2011,1,0,0,0,0,0,1,0
127,0,1,27.060,50,11.001,23,2011,1,0,0,0,0,0,1,0
65,0,1,26.240,53,11.001,0,2011,1,0,0,0,0,0,1,0
23,0,1,26.240,53,8.998,1,2011,1,0,0,0,0,0,1,0
15,0,1,25.420,57,12.998,2,2011,1,0,0,0,0,0,1,0
9,0,1,25.420,53,11.001,3,2011,1,0,0,0,0,0,1,0
5,0,1,25.420,53,8.998,4,2011,1,0,0,0,0,0,1,0
26,0,1,24.600,56,8.998,5,2011,1,0,0,0,0,0,1,0
76,0,1,25.420,50,8.998,6,2011,1,0,0,0,0,0,1,0
264,0,1,26.240,44,11.001,7,2011,1,0,0,0,0,0,1,0
426,0,1,27.880,39,15.001,8,2011,1,0,0,0,0,0,1,0
205,0,1,29.520,34,8.998,9,2011,1,0,0,0,0,0,1,0
130,0,1,30.340,33,7.002,10,2011,1,0,0,0,0,0,1,0
156,0,1,31.160,29,0.000,11,2011,1,0,0,0,0,0,1,0
222,0,1,32.800,27,0.000,12,2011,1,0,0,0,0,0,1,0
253,0,1,31.980,29,6.003,13,2011,1,0,0,0,0,0,1,0
186,0,1,32.800,29,12.998,14,2011,1,0,0,0,0,0,1,0
249,0,1,32.800,29,11.001,15,2011,1,0,0,0,0,0,1,0
334,0,1,33.620,28,0.000,16,2011,1,0,0,0,0,0,1,0
516,0,1,33.620,26,0.000,17,2011,1,0,0,0,0,0,1,0
465,0,1,31.160,40,20.000,18,2011,1,0,0,0,0,0,1,0
385,0,1,30.340,42,15.001,19,2011,1,0,0,0,0,0,1,0
287,0,1,29.520,42,15.001,20,2011,1,0,0,0,0,0,1,0
226,0,1,28.700,48,8.998,21,2011,1,0,0,0,0,0,1,0
231,0,1,27.880,51,0.000,22,2011,1,0,0,0,0,0,1,0
151,0,1,27.880,51,0.000,23,2011,1,0,0,0,0,0,1,0
84,0,0,27.880,51,7.002,0,2011,1,0,0,0,0,0,1,0
77,0,0,27.880,57,6.003,1,2011,0,1,0,0,0,0,1,0
74,0,0,27.880,57,0.000,2,2011,1,0,0,0,0,0,1,0
27,0,0,27.060,65,8.998,3,2011,1,0,0,0,0,0,1,0
10,0,0,26.240,73,8.998,4,2011,0,1,0,0,0,0,1,0
18,0,0,26.240,73,7.002,5,2011,1,0,0,0,0,0,1,0
22,0,0,26.240,73,6.003,6,2011,1,0,0,0,0,0,1,0
44,0,0,27.060,74,12.998,7,2011,0,1,0,0,0,0,1,0
118,0,0,28.700,65,11.001,8,2011,0,1,0,0,0,0,1,0
208,0,0,28.700,74,11.001,9,2011,0,1,0,0,0,0,1,0
260,0,0,29.520,74,15.001,10,2011,0,1,0,0,0,0,1,0
314,0,0,30.340,70,12.998,11,2011,0,1,0,0,0,0,1,0
421,0,0,27.060,89,11.001,12,2011,0,1,0,0,0,0,1,0
153,0,0,30.340,74,22.003,13,2011,0,1,0,0,0,0,1,0
259,0,0,30.340,70,16.998,14,2011,1,0,0,0,0,0,1,0
358,0,0,27.880,79,23.999,15,2011,0,0,1,0,0,0,1,0
281,0,0,28.700,74,19.001,16,2011,0,1,0,0,0,0,1,0
269,0,0,29.520,74,16.998,17,2011,0,1,0,0,0,0,1,0
292,0,0,28.700,74,15.001,18,2011,1,0,0,0,0,0,1,0
237,0,0,27.880,79,19.001,19,2011,0,1,0,0,0,0,1,0
183,0,0,27.880,83,15.001,20,2011,0,1,0,0,0,0,1,0
167,0,0,27.880,83,26.003,21,2011,0,1,0,0,0,0,1,0
154,0,0,27.880,83,26.003,22,2011,0,1,0,0,0,0,1,0
120,0,0,27.060,83,22.003,23,2011,0,1,0,0,0,0,1,0
90,0,0,27.060,83,20.000,0,2011,0,0,1,0,0,0,1,0
73,0,0,26.240,89,15.001,1,2011,0,0,1,0,0,0,1,0
62,0,0,26.240,89,15.001,2,2011,0,0,1,0,0,0,1,0
27,0,0,26.240,94,16.998,3,2011,0,1,0,0,0,0,1,0
3,0,0,26.240,94,12.998,4,2011,0,0,1,0,0,0,1,0
10,0,0,26.240,94,11.001,5,2011,0,1,0,0,0,0,1,0
6,0,0,26.240,94,7.002,6,2011,0,1,0,0,0,0,1,0
24,0,0,27.060,89,12.998,7,2011,0,1,0,0,0,0,1,0
41,0,0,27.060,89,19.001,8,2011,0,1,0,0,0,0,1,0
103,0,0,27.060,89,19.001,9,2011,0,0,1,0,0,0,1,0
183,0,0,28.700,79,15.001,10,2011,1,0,0,0,0,0,1,0
198,0,0,28.700,79,12.998,11,2011,1,0,0,0,0,0,1,0
281,0,0,28.700,79,15.001,12,2011,0,1,0,0,0,0,1,0
377,0,0,29.520,74,16.998,13,2011,1,0,0,0,0,0,1,0
370,0,0,30.340,70,12.998,14,2011,1,0,0,0,0,0,1,0
331,0,0,30.340,66,12.998,15,2011,1,0,0,0,0,0,1,0
292,0,0,30.340,66,11.001,16,2011,1,0,0,0,0,0,1,0
329,0,0,31.160,62,8.998,17,2011,1,0,0,0,0,0,1,0
347,0,0,30.340,66,11.001,18,2011,1,0,0,0,0,0,1,0
259,0,0,29.520,74,15.001,19,2011,1,0,0,0,0,0,1,0
193,0,0,28.700,84,11.001,20,2011,1,0,0,0,0,0,1,0
155,0,0,24.600,88,32.998,21,2011,0,0,1,0,0,0,1,0
39,0,0,24.600,88,32.998,22,2011,0,0,1,0,0,0,1,0
27,0,0,24.600,83,0.000,23,2011,0,0,1,0,0,0,1,0
25,0,1,24.600,88,6.003,0,2011,0,0,1,0,0,0,1,0
10,0,1,24.600,88,8.998,1,2011,0,1,0,0,0,0,1,0
3,0,1,24.600,83,0.000,2,2011,0,1,0,0,0,0,1,0
7,0,1,24.600,83,12.998,3,2011,1,0,0,0,0,0,1,0
5,0,1,24.600,83,8.998,4,2011,1,0,0,0,0,0,1,0
17,0,1,24.600,88,12.998,5,2011,0,1,0,0,0,0,1,0
90,0,1,24.600,88,16.998,6,2011,1,0,0,0,0,0,1,0
258,0,1,24.600,88,16.998,7,2011,1,0,0,0,0,0,1,0
355,0,1,26.240,78,22.003,8,2011,1,0,0,0,0,0,1,0
222,0,1,26.240,78,22.003,9,2011,1,0,0,0,0,0,1,0
141,0,1,27.880,69,19.001,10,2011,1,0,0,0,0,0,1,0
153,0,1,29.520,62,16.998,11,2011,0,1,0,0,0,0,1,0
178,0,1,30.340,58,19.001,12,2011,1,0,0,0,0,0,1,0
193,0,1,31.980,52,19.001,13,2011,1,0,0,0,0,0,1,0
151,0,1,30.340,55,6.003,14,2011,1,0,0,0,0,0,1,0
182,0,1,30.340,55,20.000,15,2011,0,0,1,0,0,0,1,0
283,0,1,30.340,55,22.003,16,2011,1,0,0,0,0,0,1,0
530,0,1,30.340,51,19.001,17,2011,1,0,0,0,0,0,1,0
483,0,1,28.700,65,12.998,18,2011,1,0,0,0,0,0,1,0
397,0,1,28.700,65,0.000,19,2011,1,0,0,0,0,0,1,0
285,0,1,27.060,74,8.998,20,2011,1,0,0,0,0,0,1,0
184,0,1,27.060,65,12.998,21,2011,1,0,0,0,0,0,1,0
98,0,1,27.060,69,16.998,22,2011,1,0,0,0,0,0,1,0
88,0,1,26.240,69,15.001,23,2011,1,0,0,0,0,0,1,0
31,0,1,26.240,69,7.002,0,2011,1,0,0,0,0,0,1,0
16,0,1,26.240,69,11.001,1,2011,1,0,0,0,0,0,1,0
4,0,1,25.420,73,15.001,2,2011,1,0,0,0,0,0,1,0
6,0,1,25.420,73,15.001,3,2011,1,0,0,0,0,0,1,0
5,0,1,26.240,69,20.000,4,2011,1,0,0,0,0,0,1,0
30,0,1,25.420,73,19.001,5,2011,1,0,0,0,0,0,1,0
119,0,1,25.420,73,22.003,6,2011,1,0,0,0,0,0,1,0
346,0,1,26.240,69,16.998,7,2011,1,0,0,0,0,0,1,0
441,0,1,28.700,58,30.003,8,2011,1,0,0,0,0,0,1,0
198,0,1,27.880,61,19.001,9,2011,1,0,0,0,0,0,1,0
111,0,1,28.700,58,26.003,10,2011,1,0,0,0,0,0,1,0
150,0,1,30.340,51,15.001,11,2011,1,0,0,0,0,0,1,0
162,0,1,31.160,48,22.003,12,2011,1,0,0,0,0,0,1,0
192,0,1,31.160,48,20.000,13,2011,1,0,0,0,0,0,1,0
182,0,1,31.160,45,27.999,14,2011,1,0,0,0,0,0,1,0
159,0,1,32.800,41,20.000,15,2011,1,0,0,0,0,0,1,0
303,0,1,32.800,41,15.001,16,2011,1,0,0,0,0,0,1,0
600,0,1,31.160,45,22.003,17,2011,1,0,0,0,0,0,1,0
570,0,1,31.160,45,15.001,18,2011,1,0,0,0,0,0,1,0
376,0,1,30.340,48,12.998,19,2011,1,0,0,0,0,0,1,0
280,0,1,30.340,51,0.000,20,2011,1,0,0,0,0,0,1,0
215,0,1,29.520,54,0.000,21,2011,1,0,0,0,0,0,1,0
152,0,1,28.700,61,0.000,22,2011,1,0,0,0,0,0,1,0
77,0,1,27.060,65,8.998,23,2011,1,0,0,0,0,0,1,0
24,0,1,27.060,69,6.003,0,2011,1,0,0,0,0,0,1,0
14,0,1,26.240,73,11.001,1,2011,1,0,0,0,0,0,1,0
6,0,1,27.060,69,0.000,2,2011,1,0,0,0,0,0,1,0
5,0,1,26.240,78,0.000,3,2011,1,0,0,0,0,0,1,0
5,0,1,26.240,73,0.000,4,2011,1,0,0,0,0,0,1,0
28,0,1,26.240,73,0.000,5,2011,1,0,0,0,0,0,1,0
105,0,1,25.420,78,0.000,6,2011,1,0,0,0,0,0,1,0
308,0,1,27.060,65,6.003,7,2011,1,0,0,0,0,0,1,0
487,0,1,28.700,54,11.001,8,2011,1,0,0,0,0,0,1,0
209,0,1,30.340,48,6.003,9,2011,1,0,0,0,0,0,1,0
118,0,1,31.160,43,6.003,10,2011,1,0,0,0,0,0,1,0
128,0,1,31.980,43,7.002,11,2011,1,0,0,0,0,0,1,0
189,0,1,32.800,43,19.001,12,2011,1,0,0,0,0,0,1,0
176,0,1,32.800,41,12.998,13,2011,1,0,0,0,0,0,1,0
192,0,1,33.620,36,11.001,14,2011,1,0,0,0,0,0,1,0
159,0,1,32.800,43,8.998,15,2011,1,0,0,0,0,0,1,0
300,0,1,33.620,43,15.001,16,2011,1,0,0,0,0,0,1,0
552,0,1,32.800,49,15.001,17,2011,1,0,0,0,0,0,1,0
556,0,1,31.160,55,16.998,18,2011,1,0,0,0,0,0,1,0
347,0,1,31.160,55,15.001,19,2011,1,0,0,0,0,0,1,0
280,0,1,30.340,58,16.998,20,2011,1,0,0,0,0,0,1,0
230,0,1,29.520,62,15.001,21,2011,1,0,0,0,0,0,1,0
171,0,1,28.700,65,12.998,22,2011,1,0,0,0,0,0,1,0
105,0,1,28.700,65,19.001,23,2011,1,0,0,0,0,0,1,0
56,0,1,27.880,65,8.998,0,2011,1,0,0,0,0,0,1,0
24,0,1,27.060,65,11.001,1,2011,0,1,0,0,0,0,1,0
6,0,1,27.060,65,15.001,2,2011,1,0,0,0,0,0,1,0
6,0,1,27.060,69,19.001,3,2011,1,0,0,0,0,0,1,0
9,0,1,26.240,73,15.001,4,2011,1,0,0,0,0,0,1,0
27,0,1,26.240,78,19.001,5,2011,1,0,0,0,0,0,1,0
103,0,1,26.240,78,16.998,6,2011,0,1,0,0,0,0,1,0
308,0,1,26.240,78,20.000,7,2011,1,0,0,0,0,0,1,0
420,0,1,27.060,74,19.001,8,2011,1,0,0,0,0,0,1,0
228,0,1,29.520,66,16.998,9,2011,1,0,0,0,0,0,1,0
129,0,1,30.340,66,16.998,10,2011,1,0,0,0,0,0,1,0
141,0,1,31.160,58,16.998,11,2011,1,0,0,0,0,0,1,0
173,0,1,32.800,52,19.001,12,2011,1,0,0,0,0,0,1,0
187,0,1,32.800,52,23.999,13,2011,1,0,0,0,0,0,1,0
182,0,1,33.620,46,22.003,14,2011,1,0,0,0,0,0,1,0
174,0,1,32.800,46,23.999,15,2011,1,0,0,0,0,0,1,0
245,0,1,32.800,46,23.999,16,2011,1,0,0,0,0,0,1,0
409,0,1,32.800,46,20.000,17,2011,0,0,1,0,0,0,1,0
274,0,1,31.160,55,16.998,18,2011,0,0,1,0,0,0,1,0
141,0,1,27.060,83,7.002,19,2011,1,0,0,0,0,0,1,0
165,0,1,27.060,83,7.002,20,2011,1,0,0,0,0,0,1,0
149,0,1,27.880,79,0.000,21,2011,0,1,0,0,0,0,1,0
135,0,1,28.700,74,7.002,22,2011,0,1,0,0,0,0,1,0
114,0,1,28.700,74,8.998,23,2011,0,1,0,0,0,0,1,0
62,0,1,27.880,69,12.998,0,2011,0,0,1,0,0,0,1,0
20,0,1,26.240,89,0.000,1,2011,0,0,1,0,0,0,1,0
8,0,1,26.240,83,0.000,2,2011,0,0,1,0,0,0,1,0
3,0,1,26.240,78,0.000,3,2011,1,0,0,0,0,0,1,0
8,0,1,26.240,83,0.000,4,2011,1,0,0,0,0,0,1,0
17,0,1,26.240,83,0.000,5,2011,1,0,0,0,0,0,1,0
93,0,1,26.240,83,0.000,6,2011,1,0,0,0,0,0,1,0
263,0,1,27.060,83,6.003,7,2011,0,1,0,0,0,0,1,0
398,0,1,27.060,83,0.000,8,2011,0,1,0,0,0,0,1,0
218,0,1,28.700,65,8.998,9,2011,1,0,0,0,0,0,1,0
165,0,1,29.520,62,6.003,10,2011,1,0,0,0,0,0,1,0
165,0,1,29.520,66,6.003,11,2011,0,1,0,0,0,0,1,0
222,0,1,30.340,62,6.003,12,2011,0,1,0,0,0,0,1,0
232,0,1,31.160,62,12.998,13,2011,0,1,0,0,0,0,1,0
220,0,1,31.980,55,12.998,14,2011,1,0,0,0,0,0,1,0
222,0,1,32.800,49,7.002,15,2011,1,0,0,0,0,0,1,0
327,0,1,32.800,49,0.000,16,2011,1,0,0,0,0,0,1,0
527,0,1,31.160,58,35.001,17,2011,1,0,0,0,0,0,1,0
425,0,1,31.160,58,35.001,18,2011,1,0,0,0,0,0,1,0
165,0,1,25.420,73,31.001,19,2011,0,0,1,0,0,0,1,0
58,0,1,25.420,83,20.000,20,2011,0,0,1,0,0,0,1,0
107,0,1,25.420,83,8.998,21,2011,1,0,0,0,0,0,1,0
122,0,1,24.600,88,8.998,22,2011,1,0,0,0,0,0,1,0
106,0,1,24.600,88,6.003,23,2011,0,1,0,0,0,0,1,0
51,0,1,24.600,78,7.002,0,2011,1,0,0,0,0,0,1,0
21,0,1,24.600,73,6.003,1,2011,1,0,0,0,0,0,1,0
25,0,1,23.780,78,6.003,2,2011,1,0,0,0,0,0,1,0
14,0,1,23.780,78,6.003,3,2011,1,0,0,0,0,0,1,0
7,0,1,22.960,83,6.003,4,2011,1,0,0,0,0,0,1,0
23,0,1,22.960,73,6.003,5,2011,1,0,0,0,0,0,1,0
105,0,1,24.600,78,0.000,6,2011,1,0,0,0,0,0,1,0
342,0,1,24.600,78,0.000,7,2011,1,0,0,0,0,0,1,0
498,0,1,25.420,73,8.998,8,2011,1,0,0,0,0,0,1,0
207,0,1,26.240,69,7.002,9,2011,1,0,0,0,0,0,1,0
138,0,1,27.880,61,8.998,10,2011,1,0,0,0,0,0,1,0
192,0,1,29.520,51,8.998,11,2011,1,0,0,0,0,0,1,0
229,0,1,29.520,51,8.998,12,2011,0,1,0,0,0,0,1,0
219,0,1,29.520,48,6.003,13,2011,0,1,0,0,0,0,1,0
198,0,1,29.520,54,16.998,14,2011,0,0,1,0,0,0,1,0
174,0,1,29.520,51,8.998,15,2011,1,0,0,0,0,0,1,0
308,0,1,30.340,51,12.998,16,2011,1,0,0,0,0,0,1,0
628,0,1,29.520,54,16.998,17,2011,1,0,0,0,0,0,1,0
531,0,1,29.520,54,15.001,18,2011,1,0,0,0,0,0,1,0
443,0,1,28.700,58,11.001,19,2011,1,0,0,0,0,0,1,0
280,0,1,27.060,61,15.001,20,2011,1,0,0,0,0,0,1,0
177,0,1,27.060,57,12.998,21,2011,0,1,0,0,0,0,1,0
179,0,1,27.060,57,15.001,22,2011,0,1,0,0,0,0,1,0
126,0,1,26.240,65,16.998,23,2011,1,0,0,0,0,0,1,0
64,0,1,26.240,65,12.998,0,2011,1,0,0,0,0,0,1,0
32,0,1,25.420,73,7.002,1,2011,0,0,1,0,0,0,1,0
20,0,1,25.420,73,7.002,2,2011,0,0,1,0,0,0,1,0
8,0,1,24.600,83,11.001,3,2011,0,1,0,0,0,0,1,0
4,0,1,24.600,83,6.003,4,2011,1,0,0,0,0,0,1,0
20,0,1,24.600,83,8.998,5,2011,0,1,0,0,0,0,1,0
76,0,1,24.600,83,8.998,6,2011,1,0,0,0,0,0,1,0
259,0,1,24.600,83,7.002,7,2011,1,0,0,0,0,0,1,0
456,0,1,25.420,78,12.998,8,2011,1,0,0,0,0,0,1,0
220,0,1,25.420,83,7.002,9,2011,0,1,0,0,0,0,1,0
140,0,1,26.240,76,11.001,10,2011,0,1,0,0,0,0,1,0
192,0,1,27.060,74,7.002,11,2011,0,1,0,0,0,0,1,0
260,0,1,27.060,69,15.001,12,2011,0,1,0,0,0,0,1,0
279,0,1,27.880,65,8.998,13,2011,0,1,0,0,0,0,1,0
283,0,1,28.700,61,7.002,14,2011,0,1,0,0,0,0,1,0
346,0,1,28.700,61,16.998,15,2011,0,1,0,0,0,0,1,0
381,0,1,28.700,61,8.998,16,2011,0,1,0,0,0,0,1,0
455,0,1,27.880,65,11.001,17,2011,0,1,0,0,0,0,1,0
355,0,1,27.880,65,12.998,18,2011,0,1,0,0,0,0,1,0
287,0,1,27.060,69,8.998,19,2011,1,0,0,0,0,0,1,0
196,0,1,26.240,73,0.000,20,2011,1,0,0,0,0,0,1,0
149,0,1,26.240,73,6.003,21,2011,0,1,0,0,0,0,1,0
147,0,1,26.240,73,11.001,22,2011,0,1,0,0,0,0,1,0
98,0,1,26.240,73,11.001,23,2011,0,1,0,0,0,0,1,0
87,0,0,26.240,73,7.002,0,2011,0,1,0,0,0,0,1,0
74,0,0,26.240,69,16.998,1,2011,0,1,0,0,0,0,1,0
41,0,0,26.240,69,15.001,2,2011,0,1,0,0,0,0,1,0
35,0,0,25.420,73,11.001,3,2011,1,0,0,0,0,0,1,0
7,0,0,25.420,73,11.001,4,2011,1,0,0,0,0,0,1,0
12,0,0,25.420,69,12.998,5,2011,1,0,0,0,0,0,1,0
23,0,0,25.420,73,11.001,6,2011,1,0,0,0,0,0,1,0
38,0,0,25.420,73,12.998,7,2011,1,0,0,0,0,0,1,0
89,0,0,26.240,69,11.001,8,2011,1,0,0,0,0,0,1,0
201,0,0,27.060,69,16.998,9,2011,0,1,0,0,0,0,1,0
258,0,0,27.060,65,16.998,10,2011,0,0,1,0,0,0,1,0
194,0,0,27.060,69,19.001,11,2011,0,0,1,0,0,0,1,0
257,0,0,28.700,61,15.001,12,2011,1,0,0,0,0,0,1,0
353,0,0,28.700,65,15.001,13,2011,1,0,0,0,0,0,1,0
380,0,0,29.520,66,11.001,14,2011,0,1,0,0,0,0,1,0
388,0,0,29.520,70,11.001,15,2011,1,0,0,0,0,0,1,0
374,0,0,29.520,70,12.998,16,2011,1,0,0,0,0,0,1,0
371,0,0,29.520,70,15.001,17,2011,1,0,0,0,0,0,1,0
339,0,0,29.520,70,11.001,18,2011,1,0,0,0,0,0,1,0
295,0,0,28.700,74,8.998,19,2011,1,0,0,0,0,0,1,0
219,0,0,28.700,79,11.001,20,2011,1,0,0,0,0,0,1,0
164,0,0,27.880,83,8.998,21,2011,1,0,0,0,0,0,1,0
162,0,0,27.880,83,7.002,22,2011,1,0,0,0,0,0,1,0
123,0,0,27.060,85,8.998,23,2011,1,0,0,0,0,0,1,0
109,0,0,27.060,89,12.998,0,2011,1,0,0,0,0,0,1,0
75,0,0,27.060,83,8.998,1,2011,1,0,0,0,0,0,1,0
60,0,0,27.060,83,12.998,2,2011,1,0,0,0,0,0,1,0
43,0,0,26.240,89,12.998,3,2011,1,0,0,0,0,0,1,0
